artist,title,price,label,release,created_at,updated_at
Craig Mack,Project: Funk Da World Colored Vinyl Edition,"24,99 €",90's Tapes / HHV,2020,2020-07-12 16:35:06.905190,2020-07-12 16:35:06.905196
